"artist_name","album_name","track_name","genre_clean","key_clean","mode_clean","master_key"
"Ed Sheeran","÷ (Deluxe)","Eraser","Pop","Ab","min","Ab min"
"Ed Sheeran","÷ (Deluxe)","Castle on the Hill","Pop","D","maj","D maj"
"Ed Sheeran","÷ (Deluxe)","Dive","Pop","E","maj","E maj"
"Ed Sheeran","÷ (Deluxe)","Shape of You","Pop","Db","min","Db min"
"Ed Sheeran","÷ (Deluxe)","Perfect","Pop","Ab","maj","Ab maj"
"Ed Sheeran","÷ (Deluxe)","Galway Girl","Pop","A","maj","A maj"
"Ed Sheeran","÷ (Deluxe)","Happier","Pop","C","maj","C maj"
"Ed Sheeran","÷ (Deluxe)","New Man","Pop","G","maj","G maj"
"Ed Sheeran","÷ (Deluxe)","Hearts Don't Break Around Here","Pop","G","maj","G maj"
"Ed Sheeran","÷ (Deluxe)","What Do I Know?","Pop","Db","min","Db min"
"Ed Sheeran","÷ (Deluxe)","How Would You Feel (Paean)","Pop","A","maj","A maj"
"Ed Sheeran","÷ (Deluxe)","Supermarket Flowers","Pop","F#","maj","F# maj"
"Ed Sheeran","÷ (Deluxe)","Barcelona","Pop","Db","maj","Db maj"
"Ed Sheeran","÷ (Deluxe)","Bibia Be Ye Ye","Pop","G","maj","G maj"
"Ed Sheeran","÷ (Deluxe)","Nancy Mulligan","Pop","G","maj","G maj"
"Ed Sheeran","÷ (Deluxe)","Save Myself","Pop","Bb","maj","Bb maj"
"Adele","25","Hello","Pop","F","min","F min"
"Adele","25","Send My Love (To Your New Lover)","Pop","F#","min","F# min"
"Adele","25","I Miss You","Pop","G","min","G min"
"Adele","25","When We Were Young","Pop","Eb","maj","Eb maj"
"Adele","25","Remedy","Pop","D","maj","D maj"
"Adele","25","Water Under the Bridge","Pop","F","min","F min"
"Adele","25","River Lea","Pop","Db","maj","Db maj"
"Adele","25","Love in the Dark","Pop","A","min","A min"
"Adele","25","Million Years Ago","Pop","Db","min","Db min"
"Adele","25","All I Ask","Pop","E","maj","E maj"
"Adele","25","Sweetest Devotion","Pop","C","maj","C maj"
"Aesop Rock","The Impossible Kid","Mystery Fish","Rap","D","maj","D maj"
"Aesop Rock","The Impossible Kid","Rings","Rap","Db","maj","Db maj"
"Aesop Rock","The Impossible Kid","Lotta Years","Rap","Db","maj","Db maj"
"Aesop Rock","The Impossible Kid","Dorks","Rap","G","maj","G maj"
"Aesop Rock","The Impossible Kid","Rabies","Rap","B","min","B min"
"Aesop Rock","The Impossible Kid","Supercell","Rap","D","maj","D maj"
"Aesop Rock","The Impossible Kid","Blood Sandwich","Rap","G","min","G min"
"Aesop Rock","The Impossible Kid","Get Out of the Car","Rap","B","min","B min"
"Aesop Rock","The Impossible Kid","Shrunk","Rap","F#","min","F# min"
"Aesop Rock","The Impossible Kid","Kirby","Rap","Db","min","Db min"
"Aesop Rock","The Impossible Kid","TUFF","Rap","Db","maj","Db maj"
"Aesop Rock","The Impossible Kid","Lazy Eye","Rap","F#","maj","F# maj"
"Aesop Rock","The Impossible Kid","Defender","Rap","Db","min","Db min"
"Aesop Rock","The Impossible Kid","Water Tower","Rap","Db","maj","Db maj"
"Aesop Rock","The Impossible Kid","Molecules","Rap","Db","min","Db min"
"Aesop Rock","None Shall Pass","Keep Off The Lawn","Rap","Bb","min","Bb min"
"Aesop Rock","None Shall Pass","None Shall Pass","Rap","C","maj","C maj"
"Aesop Rock","None Shall Pass","Catacomb Kids","Rap","B","maj","B maj"
"Aesop Rock","None Shall Pass","Bring Back Pluto","Rap","G","maj","G maj"
"Aesop Rock","None Shall Pass","Fumes","Rap","F#","min","F# min"
"Aesop Rock","None Shall Pass","Getaway Car","Rap","F#","maj","F# maj"
"Aesop Rock","None Shall Pass","39 Thieves","Rap","G","maj","G maj"
"Aesop Rock","None Shall Pass","The Harbor Is Yours","Rap","Db","min","Db min"
"Aesop Rock","None Shall Pass","Citronella","Rap","B","maj","B maj"
"Aesop Rock","None Shall Pass","Gun For The Whole Family","Rap","F#","min","F# min"
"Aesop Rock","None Shall Pass","Five Fingers","Rap","D","maj","D maj"
"Aesop Rock","None Shall Pass","No City","Rap","Eb","maj","Eb maj"
"Aesop Rock","None Shall Pass","Dark Heart News","Rap","B","maj","B maj"
"Aesop Rock","None Shall Pass","Coffee","Rap","A","maj","A maj"
"Ahmad Jamal Trio","The Awakening","The Awakening","Jazz","Db","maj","Db maj"
"Ahmad Jamal Trio","The Awakening","I Love Music","Jazz","F","min","F min"
"Ahmad Jamal Trio","The Awakening","Patterns","Jazz","Bb","maj","Bb maj"
"Ahmad Jamal Trio","The Awakening","Dolphin Dance","Jazz","E","min","E min"
"Ahmad Jamal Trio","The Awakening","You're My Everything","Jazz","E","min","E min"
"Ahmad Jamal Trio","The Awakening","Stolen Moments","Jazz","G","min","G min"
"Ahmad Jamal Trio","The Awakening","Wave","Jazz","G","min","G min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Baba - Live","Jazz","A","min","A min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Dali - Live","Jazz","Eb","min","Eb min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Bulgarian Study - Live","Jazz","E","maj","E maj"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Okio - Live","Jazz","F","min","F min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Mome Kalino - Live","Jazz","F","min","F min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","A.K.A Stésté - Live","Jazz","Bb","min","Bb min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Upon Mi-Si-La - Live","Jazz","B","min","B min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Monkey - Live","Jazz","G","min","G min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Brume du matin - Live","Jazz","B","min","B min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Hadi - Live","Jazz","C","maj","C maj"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Sinaï - Live","Jazz","B","min","B min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Comedia - Live","Jazz","Bb","min","Bb min"
"Aka Moon","Aka Balkan Moon / AlefBa (Double Live)","Divina Comedia - Live","Jazz","F","maj","F maj"
"Aka Moon","The Scarlatti Book","aKa 99 (After the Sonatas of Domenico Scarlatti)","Jazz","C","min","C min"
"Aka Moon","The Scarlatti Book","aKa 466 (After the Sonatas of Domenico Scarlatti)","Jazz","F","min","F min"
"Aka Moon","The Scarlatti Book","aKa 141 (After the Sonatas of Domenico Scarlatti)","Jazz","D","maj","D maj"
"Aka Moon","The Scarlatti Book","aKa 87 (After the Sonatas of Domenico Scarlatti)","Jazz","B","min","B min"
"Aka Moon","The Scarlatti Book","aKa 175 (After the Sonatas of Domenico Scarlatti)","Jazz","A","min","A min"
"Aka Moon","The Scarlatti Book","aKa 213 (After the Sonatas of Domenico Scarlatti)","Jazz","A","min","A min"
"Aka Moon","The Scarlatti Book","aKa 492 (After the Sonatas of Domenico Scarlatti)","Jazz","E","min","E min"
"Aka Moon","The Scarlatti Book","aKa 1 (After the Sonatas of Domenico Scarlatti)","Jazz","G","min","G min"
"Aka Moon","The Scarlatti Book","aKa 109 (After the Sonatas of Domenico Scarlatti)","Jazz","A","min","A min"
"Aka Moon","Culture Griot","Aka Djelia - Histoire de griot","World","Ab","maj","Ab maj"
"Aka Moon","Culture Griot","Aka Teri Ya - Amitié","World","B","min","B min"
"Aka Moon","Culture Griot","Aka Giulia - Dédié á la fille de Baba, Giulia","World","Ab","maj","Ab maj"
"Aka Moon","Culture Griot","Aka Séli - La fête","World","Ab","maj","Ab maj"
"Aka Moon","Culture Griot","Aka Mali Foli - Unis les Maliens","World","F#","maj","F# maj"
"Aka Moon","Culture Griot","Aka So - La maison","World","Bb","min","Bb min"
"Aka Moon","Culture Griot","Aka Folo Folo - Auparavant","World","F#","maj","F# maj"
"Aka Moon","Culture Griot","Aka Tele - Notre époque","World","B","min","B min"
"Aka Moon","Culture Griot","Aka Tama - Voyager","World","Bb","min","Bb min"
"Alessandro Lanzoni","Diversions","Traces Of Life","Jazz","A","maj","A maj"
"Alessandro Lanzoni","Diversions","Unexpected Error","Jazz","E","maj","E maj"
"Alessandro Lanzoni","Diversions","Invisible Epidemy","Jazz","Db","min","Db min"
"Alessandro Lanzoni","Diversions","Diversions","Jazz","E","min","E min"
"Alessandro Lanzoni","Diversions","Room Of Definitive Affections","Jazz","F#","min","F# min"
"Alessandro Lanzoni","Diversions","Composition","Jazz","F","min","F min"
"Alessandro Lanzoni","Diversions","Nocturne N.8","Jazz","B","min","B min"
"Alessandro Lanzoni","Diversions","Xenya","Jazz","E","maj","E maj"
"Alessandro Lanzoni","Diversions","Awkward Invasions","Jazz","C","maj","C maj"
"Alessandro Lanzoni","Diversions","Pleasant Time","Jazz","A","min","A min"
"Alessandro Lanzoni","Diversions","All The Things You Are","Jazz","Ab","maj","Ab maj"
"Alison Krauss & Union Station","Paper Airplane","Paper Airplane","Folk","Db","min","Db min"
"Alison Krauss & Union Station","Paper Airplane","Dust Bowl Children","Folk","C","maj","C maj"
"Alison Krauss & Union Station","Paper Airplane","Lie Awake","Folk","Ab","maj","Ab maj"
"Alison Krauss & Union Station","Paper Airplane","Lay My Burden Down","Folk","E","maj","E maj"
"Alison Krauss & Union Station","Paper Airplane","My Love Follows You Where You Go","Folk","Ab","min","Ab min"
"Alison Krauss & Union Station","Paper Airplane","Dimming Of The Day","Folk","G","maj","G maj"
"Alison Krauss & Union Station","Paper Airplane","On The Outside Looking In","Folk","Bb","min","Bb min"
"Alison Krauss & Union Station","Paper Airplane","Miles To Go","Folk","E","maj","E maj"
"Alison Krauss & Union Station","Paper Airplane","Sinking Stone","Folk","B","maj","B maj"
"Alison Krauss & Union Station","Paper Airplane","Bonita And Bill Butler","Folk","E","min","E min"
"Alison Krauss & Union Station","Paper Airplane","My Opening Farewell","Folk","C","maj","C maj"
"Allison Miller’s Boom Tic Boom","Glitter Wolf","Congratulations and Condolences","Jazz","C","maj","C maj"
"Allison Miller’s Boom Tic Boom","Glitter Wolf","The Ride","Jazz","Db","maj","Db maj"
"Allison Miller’s Boom Tic Boom","Glitter Wolf","Malaga","Jazz","C","maj","C maj"
"Allison Miller’s Boom Tic Boom","Glitter Wolf","Zev - The Phoenix","Jazz","C","maj","C maj"
"Allison Miller’s Boom Tic Boom","Glitter Wolf","Daughter and Sun","Jazz","E","min","E min"
"Allison Miller’s Boom Tic Boom","Glitter Wolf","White Wolf","Jazz","G","maj","G maj"
"Allison Miller’s Boom Tic Boom","Glitter Wolf","Welcome Hotel","Jazz","F","min","F min"
"Allison Miller’s Boom Tic Boom","Glitter Wolf","Vine and Vein","Jazz","F","maj","F maj"
"Allison Miller’s Boom Tic Boom","Glitter Wolf","Glitter Wolf","Jazz","F","min","F min"
"Allison Miller’s Boom Tic Boom","Glitter Wolf","Valley of the Giants","Jazz","E","maj","E maj"
"Ambrose Akinmusire","Origami Harvest","a blooming bloodfruit in a hoodie","Jazz","Eb","maj","Eb maj"
"Ambrose Akinmusire","Origami Harvest","miracle and streetfight","Jazz","Db","maj","Db maj"
"Ambrose Akinmusire","Origami Harvest","Americana / the garden waits for you to match her wilderness","Jazz","Ab","min","Ab min"
"Ambrose Akinmusire","Origami Harvest","particle / spectra","Jazz","B","maj","B maj"
"Ambrose Akinmusire","Origami Harvest","Free, White and 21","Jazz","B","maj","B maj"
"Ambrose Akinmusire","Origami Harvest","the lingering velocity of the dead's ambitions","Jazz","Ab","min","Ab min"
"Ammar 808","Maghreb United","Degdega","World","D","maj","D maj"
"Ammar 808","Maghreb United","Sidi kommi","World","D","maj","D maj"
"Ammar 808","Maghreb United","Ain essouda","World","B","maj","B maj"
"Ammar 808","Maghreb United","El bidha wessamra","World","G","maj","G maj"
"Ammar 808","Maghreb United","Layli","World","Db","maj","Db maj"
"Ammar 808","Maghreb United","Alech taadini","World","F","min","F min"
"Ammar 808","Maghreb United","Ichki lel bey","World","Db","maj","Db maj"
"Ammar 808","Maghreb United","Kahl el inin","World","Db","maj","Db maj"
"Ammar 808","Maghreb United","Boganga & sandia","World","D","maj","D maj"
"Ammar 808","Maghreb United","Zine ezzine","World","Bb","min","Bb min"
"Andrew Daly","Nine Sweaters","A Wee Bit O' Blarney","Sountrack / Musicals","B","maj","B maj"
"Andrew Daly","Nine Sweaters","Sing-Along with Skip Mccabe","Sountrack / Musicals","B","maj","B maj"
"Andrew Daly","Nine Sweaters","Shooter's Bon Voyage Set","Sountrack / Musicals","F#","maj","F# maj"
"Andrew Daly","Nine Sweaters","Life of the Party, Inc.","Sountrack / Musicals","Bb","min","Bb min"
"Andrew Daly","Nine Sweaters","A Star is Born","Sountrack / Musicals","Bb","min","Bb min"
"Andrew Daly","Nine Sweaters","The Glim Dropper","Sountrack / Musicals","B","maj","B maj"
"Andrew Daly","Nine Sweaters","Ben Alterman's Lifelong Dream","Sountrack / Musicals","Bb","min","Bb min"
"Andrew Daly","Nine Sweaters","Our Amazing Future","Sountrack / Musicals","B","maj","B maj"
"Andrew Daly","Nine Sweaters","The Greatest Actor in All of France","Sountrack / Musicals","B","maj","B maj"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Overture (Live)","Sountrack / Musicals","G","min","G min"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","One Night Only (Live)","Sountrack / Musicals","Bb","min","Bb min"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Donna Summer Medley (Live)","Sountrack / Musicals","D","min","D min"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","""Welcome to 54 Below..."" (Live)","Sountrack / Musicals","G","maj","G maj"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Love Hurts (Live)","Sountrack / Musicals","E","maj","E maj"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Someone Like You / Crazy (Live)","Sountrack / Musicals","Bb","min","Bb min"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","""What a Great Holiday Song..."" (Live)","Sountrack / Musicals","C","maj","C maj"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Date With Myself (Live)","Sountrack / Musicals","Ab","maj","Ab maj"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Another Time (Live)","Sountrack / Musicals","A","maj","A maj"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","""Miss Kitt..."" (Live)","Sountrack / Musicals","Bb","min","Bb min"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Come Rain or Come Shine (Live)","Sountrack / Musicals","E","min","E min"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Hand in My Pocket (Live)","Sountrack / Musicals","C","maj","C maj"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","""Famous Voices..."" (Live)","Sountrack / Musicals","Db","min","Db min"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Good Enough (Live)","Sountrack / Musicals","Db","min","Db min"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Another Hundred People / Mona Lisas and Mad Hatters (Live)","Sountrack / Musicals","G","maj","G maj"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","""Thank You..."" (Live)","Sountrack / Musicals","Ab","maj","Ab maj"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Last Dance (Live)","Sountrack / Musicals","F","min","F min"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","For Good (Live)","Sountrack / Musicals","C","maj","C maj"
"Annaleigh Ashford","Lost in the Stars: Live at 54 Below","Lost in the Stars (Live)","Sountrack / Musicals","F#","maj","F# maj"
"Asleep At The Wheel","New Routes","Jack I'm Mellow","Country","E","maj","E maj"
"Asleep At The Wheel","New Routes","Pencil Full of Lead","Country","Db","min","Db min"
"Asleep At The Wheel","New Routes","Call It a Day Tonight","Country","C","min","C min"
"Asleep At The Wheel","New Routes","Seven Nights to Rock","Country","G","maj","G maj"
"Asleep At The Wheel","New Routes","Dublin Blues","Country","D","maj","D maj"
"Asleep At The Wheel","New Routes","I Am Blue","Country","Ab","maj","Ab maj"
"Asleep At The Wheel","New Routes","Pass the Bottle Around","Country","B","maj","B maj"
"Asleep At The Wheel","New Routes","Big River","Country","D","maj","D maj"
"Asleep At The Wheel","New Routes","Weary Rambler","Country","A","maj","A maj"
"Asleep At The Wheel","New Routes","More Days Like This","Country","Eb","maj","Eb maj"
"Asleep At The Wheel","New Routes","Willie Got There First (feat. Seth Avett & Scott Avett)","Country","D","maj","D maj"
"Augustus Pablo","Original Rockers","Rockers Dub","Reggae","A","maj","A maj"
"Augustus Pablo","Original Rockers","Up Wareika Hill","Reggae","D","maj","D maj"
"Augustus Pablo","Original Rockers","Cassava Piece ('79 Style)","Reggae","Ab","min","Ab min"
"Augustus Pablo","Original Rockers","Pablo's Theme Song","Reggae","Db","maj","Db maj"
"Augustus Pablo","Original Rockers","Jah Dread","Reggae","B","min","B min"
"Augustus Pablo","Original Rockers","Brace A Boy","Reggae","D","maj","D maj"
"Augustus Pablo","Original Rockers","Thunder Clap","Reggae","E","min","E min"
"Augustus Pablo","Original Rockers","Park Lane Special","Reggae","Ab","maj","Ab maj"
"Augustus Pablo","Original Rockers","New Style","Reggae","C","maj","C maj"
"Augustus Pablo","Original Rockers","AP Special","Reggae","C","maj","C maj"
"Augustus Pablo","Original Rockers","Love Won't Come Easy","Reggae","B","min","B min"
"Augustus Pablo","Original Rockers","Mountain View Dub","Reggae","D","min","D min"
"Augustus Pablo","Original Rockers","Cassava Rock","Reggae","Db","maj","Db maj"
"Augustus Pablo","Original Rockers","Tubby's Dub Song","Reggae","D","maj","D maj"
"Augustus Pablo","Original Rockers","Tubby's Dub Song (dub version 2)","Reggae","Db","min","Db min"
"Augustus Pablo","Original Rockers","Jah Dread (7"" version)","Reggae","D","maj","D maj"
"Augustus Pablo","Original Rockers","Brace A Boy ( dub version 2)","Reggae","C","maj","C maj"
"Augustus Pablo","Original Rockers","Tribalist","Reggae","D","maj","D maj"
"Augustus Pablo","Original Rockers","Lightning Flash","Reggae","E","min","E min"
"Augustus Pablo","Original Rockers","Africa Dub","Reggae","B","min","B min"
"Augustus Pablo","Original Rockers","Young Generation","Reggae","Ab","maj","Ab maj"
"Augustus Pablo","Original Rockers","AP Special (version 2)","Reggae","C","maj","C maj"
"Avishai Cohen","At Home","Feediop","Jazz","F","min","F min"
"Avishai Cohen","At Home","Madrid","Jazz","D","min","D min"
"Avishai Cohen","At Home","Leh-Lah","Jazz","G","maj","G maj"
"Avishai Cohen","At Home","Remembering","Jazz","A","min","A min"
"Avishai Cohen","At Home","Renouf's Last Tooth","Jazz","D","maj","D maj"
"Avishai Cohen","At Home","Gershon Beat","Jazz","B","min","B min"
"Avishai Cohen","At Home","No Words","Jazz","Ab","maj","Ab maj"
"Avishai Cohen","At Home","Punk (djn)","Jazz","Ab","maj","Ab maj"
"Avishai Cohen","At Home","Mediterrannean Sun","Jazz","G","maj","G maj"
"Avishai Cohen","At Home","Saba","Jazz","Bb","min","Bb min"
"Avishai Cohen","At Home","Toledo","Jazz","D","min","D min"
"Babylove","The Money and the Time","I Want You Here","Rock","F","maj","F maj"
"Babylove","The Money and the Time","Tax Man Ska","Rock","G","maj","G maj"
"Babylove","The Money and the Time","Friday Night, Saturday Night","Rock","A","maj","A maj"
"Babylove","The Money and the Time","Amy","Rock","E","min","E min"
"Babylove","The Money and the Time","Still out There","Rock","Bb","min","Bb min"
"Babylove","The Money and the Time","Song of Labour","Rock","C","maj","C maj"
"Babylove","The Money and the Time","These Streets","Rock","D","maj","D maj"
"Babylove","The Money and the Time","The Money and the Time","Rock","G","maj","G maj"
"Babylove","The Money and the Time","More of a Blessing","Rock","G","maj","G maj"
"Babylove","The Money and the Time","Sampa","Rock","C","maj","C maj"
"Babylove","The Money and the Time","Get a Gun","Rock","G","maj","G maj"
"Babylove","The Money and the Time","Beers in Heaven","Rock","E","min","E min"
"BADBADNOTGOOD","III","Triangle","Jazz","Bb","maj","Bb maj"
"BADBADNOTGOOD","III","Can't Leave the Night","Jazz","E","min","E min"
"BADBADNOTGOOD","III","Confessions","Jazz","B","maj","B maj"
"BADBADNOTGOOD","III","Kaleidoscope","Jazz","G","min","G min"
"BADBADNOTGOOD","III","Eyes Closed","Jazz","E","min","E min"
"BADBADNOTGOOD","III","Hedron","Jazz","Eb","min","Eb min"
"BADBADNOTGOOD","III","Differently, Still","Jazz","A","min","A min"
"BADBADNOTGOOD","III","Since You Asked Kindly","Jazz","E","min","E min"
"BADBADNOTGOOD","III","CS60","Jazz","C","min","C min"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","Olson","Rock","F","min","F min"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","Oh Honey","Rock","D","maj","D maj"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","Kaes On Aeg","Rock","Ab","maj","Ab maj"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","The Flower Called Nowhere","Rock","F#","min","F# min"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","Disco Dancer","Rock","A","maj","A maj"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","Anchi Bale Game","Rock","B","min","B min"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","Sanza Nocturne","Rock","G","maj","G maj"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","For Love I Come","Rock","E","min","E min"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","West","Rock","Ab","maj","Ab maj"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","Work","Rock","Db","maj","Db maj"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","Lido","Rock","Ab","maj","Ab maj"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","To You","Rock","A","min","A min"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","The Meaning of Love","Rock","G","maj","G maj"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","You, Me and Jim Beam","Rock","Db","maj","Db maj"
"BADBADNOTGOOD","Late Night Tales: Badbadnotgood","Late Night Tales: Badbadnotgood - Continuous Mix","Rock","E","min","E min"
"The Civil Wars","Barton Hollow","20 Years","Rock","B","min","B min"
"The Civil Wars","Barton Hollow","I've Got This Friend","Rock","D","maj","D maj"
"The Civil Wars","Barton Hollow","C'est La Mort","Rock","D","maj","D maj"
"The Civil Wars","Barton Hollow","To Whom It May Concern","Rock","G","maj","G maj"
"The Civil Wars","Barton Hollow","Poison & Wine","Rock","Db","maj","Db maj"
"The Civil Wars","Barton Hollow","My Father's Father","Rock","E","maj","E maj"
"The Civil Wars","Barton Hollow","Barton Hollow","Rock","D","maj","D maj"
"The Civil Wars","Barton Hollow","The Violet Hour","Rock","D","min","D min"
"The Civil Wars","Barton Hollow","Girl with the Red Balloon","Rock","A","min","A min"
"The Civil Wars","Barton Hollow","Falling","Rock","D","min","D min"
"The Civil Wars","Barton Hollow","Forget Me Not","Rock","E","maj","E maj"
"The Civil Wars","Barton Hollow","Birds of a Feather","Rock","G","maj","G maj"
"The Civil Wars","Barton Hollow","I Want You Back (Bonus) - Bonus Track","Rock","D","maj","D maj"
"The Civil Wars","Barton Hollow","Dance Me to the End of Love (Bonus) - Bonus Track","Rock","A","min","A min"
"Ben Daniels Band","Travelusive","Local Glow","Pop","D","maj","D maj"
"Ben Daniels Band","Travelusive","Burn a Barn","Pop","C","min","C min"
"Ben Daniels Band","Travelusive","Turn My Love up on High","Pop","C","min","C min"
"Ben Daniels Band","Travelusive","Salt Water Skin","Pop","G","min","G min"
"Ben Daniels Band","Travelusive","Landing Now","Pop","G","maj","G maj"
"Ben Daniels Band","Travelusive","Travelusive","Pop","A","maj","A maj"
"Ben Daniels Band","Travelusive","Carmen","Pop","G","maj","G maj"
"Ben Daniels Band","Travelusive","Usual Unusual$","Pop","F#","min","F# min"
"Ben Daniels Band","Travelusive","Take Me Home","Pop","G","maj","G maj"
"Ben Daniels Band","Travelusive","Soothed","Pop","G","maj","G maj"
"Ben Daniels Band","Travelusive","Lime Green Limousine","Pop","D","maj","D maj"
"Ben Daniels Band","Travelusive","Location 22","Pop","E","min","E min"
"Best Coast","California Nights","Feeling Ok","Rock","A","maj","A maj"
"Best Coast","California Nights","Fine Without You","Rock","C","maj","C maj"
"Best Coast","California Nights","Heaven Sent","Rock","E","maj","E maj"
"Best Coast","California Nights","In My Eyes","Rock","A","maj","A maj"
"Best Coast","California Nights","So Unaware","Rock","D","maj","D maj"
"Best Coast","California Nights","When Will I Change","Rock","A","maj","A maj"
"Best Coast","California Nights","Jealousy","Rock","C","maj","C maj"
"Best Coast","California Nights","California Nights","Rock","D","maj","D maj"
"Best Coast","California Nights","Fading Fast","Rock","E","maj","E maj"
"Best Coast","California Nights","Run Through My Head","Rock","C","maj","C maj"
"Best Coast","California Nights","Sleep Won’t Ever Come","Rock","C","maj","C maj"
"Best Coast","California Nights","Wasted Time","Rock","A","maj","A maj"
"Big Boi","BOOMIVERSE","Da Next Day (feat. Big Rube)","Rap","Ab","min","Ab min"
"Big Boi","BOOMIVERSE","Kill Jill (feat. Killer Mike & Jeezy)","Rap","G","min","G min"
"Big Boi","BOOMIVERSE","Mic Jack (feat. Adam Levine, Scar & Sleepy Brown)","Rap","B","min","B min"
"Big Boi","BOOMIVERSE","In the South (feat. Gucci Mane & Pimp C)","Rap","F","min","F min"
"Big Boi","BOOMIVERSE","Order of Operations","Rap","Db","maj","Db maj"
"Big Boi","BOOMIVERSE","All Night","Rap","E","maj","E maj"
"Big Boi","BOOMIVERSE","Get Wit It (feat. Snoop Dogg)","Rap","Bb","min","Bb min"
"Big Boi","BOOMIVERSE","Overthunk (feat. Eric Bellinger)","Rap","E","min","E min"
"Big Boi","BOOMIVERSE","Chocolate (feat. Trozé)","Rap","B","maj","B maj"
"Big Boi","BOOMIVERSE","Made Man (feat. Killer Mike & Kurupt)","Rap","A","maj","A maj"
"Big Boi","BOOMIVERSE","Freakanomics","Rap","B","min","B min"
"Big Boi","BOOMIVERSE","Follow Deez (feat. Curren$y & Killer Mike)","Rap","D","maj","D maj"
"Black Milk","Tronic","Long Story Short","Rap","C","maj","C maj"
"Black Milk","Tronic","Bounce","Rap","Db","maj","Db maj"
"Black Milk","Tronic","Give the Drummer Sum","Rap","A","maj","A maj"
"Black Milk","Tronic","Without U (feat. Colin Munroe)","Rap","Ab","min","Ab min"
"Black Milk","Tronic","Hold it Down","Rap","Db","maj","Db maj"
"Black Milk","Tronic","Losing Out (feat. Royce Da 5'9)","Rap","A","min","A min"
"Black Milk","Tronic","Hell Yeah (feat. Fat Ray)","Rap","Bb","min","Bb min"
"Black Milk","Tronic","Overdose","Rap","Ab","min","Ab min"
"Black Milk","Tronic","Reppin For You (feat. AB)","Rap","A","min","A min"
"Black Milk","Tronic","The Matrix (feat. Pharoahe Monch, Sean Price & DJ Premier)","Rap","Db","min","Db min"
"Black Milk","Tronic","Try","Rap","F#","maj","F# maj"
"Black Milk","Tronic","Tronic Summer","Rap","E","min","E min"
"Black Milk","Tronic","Bond 4 Life (feat. Melanie Rutherford)","Rap","Eb","min","Eb min"
"Black Milk","Tronic","Elec (Outro)","Rap","B","maj","B maj"
"Black Milk","Tronic","Dub Rock - Bonus Track","Rap","Bb","min","Bb min"
"Black Star","Mos Def & Talib Kweli Are Black Star","Intro","Rap","F#","maj","F# maj"
"Black Star","Mos Def & Talib Kweli Are Black Star","Astronomy (8th Light)","Rap","F#","maj","F# maj"
"Black Star","Mos Def & Talib Kweli Are Black Star","Definition","Rap","Db","min","Db min"
"Black Star","Mos Def & Talib Kweli Are Black Star","Re:Definition","Rap","B","maj","B maj"
